cost(per GB),cloudlet-0,cloudlet-1,cloudlet-2,cloudlet-3,cloudlet-4,cloudlet-5,cloudlet-6,cloudlet-7,cloudlet-8,cloudlet-9,cloudlet-10,cloudlet-11,cloudlet-12,cloudlet-13,cloudlet-14,cloudlet-15,cloudlet-16,cloudlet-17,cloudlet-18,cloudlet-19,cloudlet-20,cloudlet-21,cloudlet-22,cloudlet-23,cloudlet-24,cloudlet-25,cloudlet-26,cloudlet-27,cloudlet-28,cloudlet-29,cloudlet-30,cloudlet-31,cloudlet-32,cloudlet-33,cloudlet-34,cloudlet-35,cloudlet-36,cloudlet-37,cloudlet-38,cloudlet-39,cloudlet-40,cloudlet-41,cloudlet-42,cloudlet-43,cloudlet-44,cloudlet-45,cloudlet-46,cloudlet-47,cloudlet-48,cloudlet-49,cloudlet-50,cloudlet-51,cloudlet-52,cloudlet-53,cloudlet-54,cloudlet-55,cloudlet-56,cloudlet-57,cloudlet-58,cloudlet-59,cloudlet-60,cloudlet-61,cloudlet-62,cloudlet-63,cloudlet-64,cloudlet-65,cloudlet-66,cloudlet-67,cloudlet-68,cloudlet-69,cloudlet-70,cloudlet-71,cloudlet-72,cloudlet-73,cloudlet-74,cloudlet-75,cloudlet-76,cloudlet-77,cloudlet-78,cloudlet-79,cloudlet-80,cloudlet-81,cloudlet-82,cloudlet-83,cloudlet-84,cloudlet-85,cloudlet-86,cloudlet-87,cloudlet-88,cloudlet-89,cloudlet-90,cloudlet-91,cloudlet-92,cloudlet-93,cloudlet-94,cloudlet-95,cloudlet-96,cloudlet-97,cloudlet-98,cloudlet-99,cloudlet-100,cloudlet-101,cloudlet-102,cloudlet-103,cloudlet-104,cloudlet-105,cloudlet-106,cloudlet-107,cloudlet-108,cloudlet-109,cloudlet-110,cloudlet-111,cloudlet-112,cloudlet-113
cloudlet-29,0.026150436,0.025674616,0.013630816,0.018403822,0.015722537,0.012148872,0.019048008,0.022963243,0.017288273,0.013715673,0.012714392,0.024536092,0.014864342,0.015487468,0.01565336,0.013706815,0.01919647,0.027900495,0.025181415,0.024049155,0.020293447,0.018667648,0.028058032,0.025228982,0.025193802,0.02971512,0.015378453,0.021080196,0.029010161,0,0.028594688,0.022158376,0.025551371,0.026421656,0.020127369,0.024858872,0.029033142,0.011344542,0.029031114,0.016138014,0.018522336,0.021473658,0.02466959,0.013398959,0.023909019,0.01033928,0.014035606,0.02021744,0.028067372,0.024153851,0.025107991,0.026605061,0.029450505,0.017381877,0.010993076,0.026454111,0.029297847,0.027410038,0.011475159,0.012665585,0.025467331,0.01466525,0.029678595,0.019659468,0.011019969,0.022244799,0.012111741,0.024300348,0.01677589,0.010167869,0.013490657,0.026259932,0.016204078,0.016280233,0.023520336,0.012446381,0.019667145,0.018193549,0.011403797,0.015067781,0.012992223,0.019891799,0.014780483,0.027663976,0.011836762,0.029859449,0.017502826,0.029125663,0.029525067,0.019866288,0.016290451,0.011545007,0.018685565,0.019159322,0.015758072,0.020362938,0.023355695,0.011150594,0.029551003,0.011827663,0.022146688,0.029922696,0.026896536,0.027665589,0.022571679,0.028377287,0.019741686,0.022320444,0.022498806,0.050473432,0.042152331,0.057546574,0.059093338,0.089782799
cloudlet-30,0.019144923,0.01144395,0.017588412,0.010206484,0.023831813,0.013316687,0.02534603,0.012098548,0.026954544,0.020363991,0.023796185,0.011728184,0.016577786,0.013819507,0.020461984,0.024546926,0.016342448,0.025236364,0.027361369,0.028754914,0.017388543,0.029680101,0.0289368,0.016676029,0.021826154,0.014606829,0.011082918,0.012210382,0.022386462,0.028594688,0,0.021534442,0.013442931,0.028027924,0.02141052,0.029715266,0.022010847,0.025461378,0.028268662,0.013724594,0.012850683,0.014430734,0.028678756,0.014002074,0.023330864,0.015152184,0.016582964,0.010187056,0.022679514,0.020507132,0.016671383,0.017902055,0.028601119,0.012078127,0.020639334,0.020127868,0.011635729,0.02093622,0.026754449,0.021428712,0.013589798,0.016249759,0.018992932,0.014285862,0.023815501,0.018769904,0.014692076,0.011869132,0.015923021,0.011841776,0.024869333,0.011038956,0.014049085,0.010792511,0.014691518,0.015512182,0.024257149,0.023563986,0.010833522,0.017361418,0.022799371,0.019496065,0.0237861,0.01882679,0.029271727,0.019982074,0.013470434,0.016004686,0.024536074,0.011913767,0.012149961,0.020695439,0.016559722,0.019902879,0.0203195,0.021217976,0.025221919,0.025394288,0.025257182,0.017255551,0.028187286,0.021392296,0.017464197,0.026620026,0.017316968,0.013559928,0.023139866,0.018387979,0.027133037,0.056174949,0.056743817,0.04264471,0.03735459,0.084821031
cloudlet-31,0.019234195,0.013190471,0.010326195,0.025444354,0.014978542,0.02537745,0.024225259,0.028637012,0.025291697,0.01086911,0.026008753,0.028735838,0.026241165,0.017851334,0.017340928,0.012039714,0.013887372,0.010909966,0.029480085,0.022645548,0.029113585,0.021530137,0.012749817,0.022048222,0.02024509,0.026945303,0.017973386,0.010504864,0.02757199,0.022158376,0.021534442,0,0.021247361,0.01963185,0.02345225,0.019787769,0.024477443,0.029877197,0.029860301,0.016288258,0.01636987,0.016813451,0.0238003,0.01241538,0.019752383,0.023169824,0.011602142,0.016965624,0.02157161,0.020804746,0.01377562,0.014392698,0.022032402,0.02628684,0.022641973,0.023950525,0.017231469,0.026130051,0.018293165,0.010644474,0.016018872,0.029511037,0.022882891,0.013044169,0.02020961,0.027058026,0.015992344,0.016962125,0.029488567,0.021321371,0.020327416,0.013889503,0.028346203,0.023792753,0.02026533,0.017218087,0.017197867,0.02734173,0.022412856,0.01013157,0.012303902,0.014399222,0.015709225,0.020031722,0.011749581,0.025478787,0.013054859,0.02038267,0.014965034,0.018828198,0.017874499,0.012607022,0.025762378,0.023006604,0.011682779,0.012686343,0.029303669,0.015239671,0.01326045,0.029575908,0.013341257,0.024584442,0.012812499,0.016791632,0.017104177,0.021291147,0.023047755,0.016395992,0.020435613,0.057012272,0.055465002,0.04734274,0.045144855,0.065297784
cloudlet-32,0.012612767,0.01726893,0.014742492,0.018168711,0.025897975,0.018708919,0.024939108,0.01115766,0.025684165,0.028797366,0.014606304,0.028286572,0.012109154,0.019706324,0.017730281,0.023745858,0.015878984,0.022267853,0.022498237,0.011095853,0.028197218,0.016289334,0.020340944,0.010481737,0.027279714,0.021182434,0.010888505,0.024476639,0.018962821,0.025551371,0.013442931,0.021247361,0,0.020704296,0.015599425,0.028685376,0.011228307,0.012793831,0.0212283,0.024941588,0.026426982,0.016574925,0.016386553,0.025407417,0.018388776,0.018656973,0.01746935,0.013023073,0.022599836,0.016636011,0.026864759,0.02470088,0.02260262,0.02791424,0.010092616,0.021003338,0.024530579,0.013328095,0.018437427,0.015646923,0.011605067,0.013712694,0.026507734,0.013196703,0.023123495,0.015947907,0.023628332,0.022582496,0.021477702,0.025927449,0.026869164,0.012907239,0.025108506,0.025179696,0.014940435,0.025426115,0.028526715,0.012446255,0.018763876,0.021335277,0.027939083,0.024823633,0.02333481,0.013369161,0.011559377,0.019356749,0.019203678,0.01629762,0.022979345,0.013379573,0.016251046,0.016427257,0.010608338,0.014240666,0.019837803,0.020312755,0.029263477,0.026363494,0.02894423,0.021891426,0.017915272,0.021424149,0.019432462,0.028057713,0.018134213,0.024898215,0.010165798,0.013427991,0.029364565,0.039096156,0.057325854,0.031424763,0.03547643,0.062406948
cloudlet-33,0.012135582,0.022765006,0.025356328,0.021178623,0.011074191,0.011041211,0.025613652,0.013658061,0.026229617,0.011200853,0.027954129,0.014415679,0.022616935,0.013002651,0.022025611,0.010627836,0.020677605,0.021849081,0.023351277,0.010937243,0.018333547,0.021657372,0.023298273,0.020606881,0.014924556,0.016818587,0.028772995,0.018217135,0.027818236,0.026421656,0.028027924,0.01963185,0.020704296,0,0.027486126,0.023260444,0.020810908,0.029036103,0.024032474,0.01069781,0.025362171,0.029014778,0.014091868,0.019161013,0.012397785,0.023789178,0.019204727,0.02194117,0.024025252,0.027660805,0.012200967,0.018591097,0.029282596,0.011055349,0.017813474,0.020323297,0.022356099,0.014531778,0.01639173,0.011229625,0.027285469,0.015344614,0.016862075,0.029535606,0.022665848,0.025906542,0.023230032,0.025975204,0.011493916,0.021696564,0.020554387,0.014903657,0.019293325,0.026877285,0.025889982,0.025714875,0.026468563,0.014435334,0.026399874,0.023310784,0.023700212,0.010339677,0.011433899,0.01620113,0.012752362,0.026480132,0.013215601,0.021612427,0.015300279,0.025539094,0.011125234,0.027019888,0.011802813,0.023751977,0.026108802,0.027796449,0.022474367,0.024188296,0.014417814,0.025499601,0.017097812,0.02754369,0.022914583,0.02257859,0.011334342,0.022549122,0.024370496,0.024505601,0.019601554,0.0414633,0.035489332,0.050996244,0.05994966,0.06657114
cloudlet-34,0.017298162,0.013750057,0.01740043,0.0289327,0.018947552,0.017511113,0.019329491,0.011727832,0.023031388,0.020694903,0.018649008,0.023708477,0.012879139,0.026177342,0.010014275,0.018866093,0.014326919,0.022319799,0.020526423,0.019001485,0.028214498,0.026246598,0.013020648,0.015592678,0.016994799,0.016912652,0.020062688,0.029164392,0.013164023,0.020127369,0.02141052,0.02345225,0.015599425,0.027486126,0,0.02163417,0.011810745,0.018187408,0.020214901,0.023291025,0.017163841,0.014341326,0.010552739,0.02864581,0.011904415,0.010733673,0.019527107,0.022620473,0.014073062,0.027162614,0.01168736,0.025162467,0.026500416,0.022519811,0.024059303,0.02565528,0.02967109,0.02053673,0.015216392,0.026693739,0.010104119,0.026284217,0.011244659,0.026058576,0.02050771,0.029759499,0.024655299,0.021827881,0.012975654,0.020867058,0.027650566,0.022770147,0.014309199,0.014452843,0.017860354,0.020020795,0.021584023,0.020970928,0.020042763,0.013045025,0.018294645,0.022598283,0.026623255,0.012897051,0.012847242,0.012528584,0.016633779,0.018203152,0.023774371,0.016539821,0.024036623,0.012989888,0.010684912,0.014467804,0.016561447,0.012450752,0.010745443,0.021905485,0.024256311,0.015552419,0.010300435,0.027562069,0.012309459,0.026312033,0.018539332,0.015627612,0.016011325,0.019566689,0.026993225,0.036378162,0.038248077,0.045889897,0.058072403,0.087626866
cloudlet-35,0.025139628,0.02300243,0.021395694,0.019070758,0.013196629,0.012320184,0.025419784,0.015815671,0.025837412,0.022278282,0.02755794,0.011596336,0.026222398,0.015219091,0.018507597,0.027382093,0.026382888,0.024031665,0.028970709,0.010205333,0.028838908,0.022457868,0.024233981,0.028234288,0.024340351,0.023979235,0.026375388,0.029896823,0.025519618,0.024858872,0.029715266,0.019787769,0.028685376,0.023260444,0.02163417,0,0.02686223,0.018965422,0.019318807,0.029784737,0.015070993,0.018627523,0.024738103,0.017548439,0.024881207,0.028564059,0.017974941,0.022532075,0.026208573,0.012177006,0.01541973,0.018847294,0.021405359,0.018299723,0.025078362,0.02131133,0.01644497,0.011080807,0.023211234,0.015398307,0.024426259,0.028214434,0.026688864,0.02344402,0.012239793,0.024243179,0.023632645,0.027154806,0.021615629,0.011896069,0.017090228,0.013272947,0.016619295,0.01520442,0.023321557,0.02873392,0.020227253,0.028919018,0.023109326,0.029072882,0.029359139,0.019260541,0.025618686,0.023217061,0.021774711,0.015186011,0.024670843,0.019961695,0.013971827,0.023924457,0.020559382,0.02579808,0.014294142,0.016584593,0.023459614,0.023921458,0.011923362,0.022681326,0.027376645,0.027219792,0.019167521,0.02135823,0.017144892,0.01735183,0.020837948,0.021840503,0.029355813,0.014475014,0.025327866,0.045627483,0.037871782,0.038264834,0.046214677,0.081591399
cloudlet-36,0.017002501,0.021553455,0.020838855,0.010508586,0.022574612,0.013402314,0.025794963,0.015269522,0.011855699,0.015956895,0.027109286,0.026967868,0.024960435,0.028246119,0.018517306,0.01173436,0.013810241,0.016745665,0.017761683,0.026650854,0.01784405,0.013309082,0.011754274,0.025303561,0.022124793,0.01770669,0.021503579,0.018167761,0.021355407,0.029033142,0.022010847,0.024477443,0.011228307,0.020810908,0.011810745,0.02686223,0,0.024147629,0.028246795,0.029071838,0.017569531,0.015184882,0.017042145,0.025452434,0.016804091,0.019962575,0.017219635,0.023839444,0.028953988,0.012907848,0.013983045,0.016673706,0.017423678,0.015482748,0.018828694,0.020455022,0.016052995,0.020206916,0.023396398,0.02075599,0.015153608,0.018341481,0.026384287,0.012340945,0.018169887,0.022165387,0.027484159,0.020549856,0.012763496,0.013913957,0.014457638,0.026956757,0.027887215,0.021477848,0.012199932,0.014148405,0.012866586,0.012445328,0.025253067,0.024337607,0.022830058,0.022674654,0.016190514,0.022248609,0.026261818,0.017861086,0.017859236,0.021808136,0.026846551,0.016509471,0.016617244,0.014533073,0.019386128,0.025069025,0.019324851,0.011803521,0.012100139,0.028246075,0.013134703,0.02708998,0.020528881,0.026777168,0.013268134,0.028192491,0.024287087,0.023440205,0.02406432,0.024730981,0.013909729,0.032120138,0.051042741,0.047977777,0.043114035,0.062613348
cloudlet-37,0.014567444,0.018308366,0.024430153,0.017787826,0.02388219,0.013407577,0.029761303,0.027715166,0.024237491,0.02229824,0.027193126,0.028897313,0.01075484,0.014340708,0.024317344,0.015862105,0.01359383,0.016632391,0.025123489,0.013882402,0.029924145,0.028128231,0.019819684,0.020114738,0.017183053,0.019607369,0.014763692,0.018591067,0.024823597,0.011344542,0.025461378,0.029877197,0.012793831,0.029036103,0.018187408,0.018965422,0.024147629,0,0.029535071,0.029282852,0.021224355,0.023671702,0.01194675,0.012654561,0.014959674,0.026147267,0.011340536,0.016449857,0.011781399,0.024993704,0.027446365,0.019706009,0.023628687,0.019809607,0.01340747,0.025306255,0.021113844,0.012301716,0.022814075,0.028229844,0.017033918,0.027744429,0.029626527,0.017951863,0.022293391,0.016119176,0.014324231,0.012156667,0.01317541,0.015243258,0.015524228,0.013567277,0.015756084,0.023673969,0.022543891,0.014936709,0.010796381,0.028214963,0.02355735,0.017391224,0.010717281,0.029955534,0.022476736,0.019071251,0.020671741,0.01315765,0.026125785,0.022307342,0.018456615,0.018331193,0.013397703,0.020080061,0.02069506,0.022179851,0.015765047,0.015984646,0.01037436,0.027670151,0.013028084,0.012197863,0.026999472,0.013093801,0.027815697,0.020770087,0.01983994,0.018808678,0.02612684,0.022132163,0.016166614,0.03155536,0.034872028,0.041910931,0.036893601,0.077186623
cloudlet-38,0.020347037,0.026505621,0.010847757,0.026472725,0.029386673,0.027814239,0.012220102,0.012231808,0.014487268,0.022013653,0.029896551,0.011647667,0.015851003,0.02949224,0.011766979,0.023423503,0.01394734,0.018848306,0.014509943,0.028374725,0.026984124,0.026113885,0.023776841,0.018958658,0.01634218,0.01671881,0.017192173,0.013723791,0.022554603,0.029031114,0.028268662,0.029860301,0.0212283,0.024032474,0.020214901,0.019318807,0.028246795,0.029535071,0,0.029359034,0.02496858,0.027060758,0.023072451,0.028240818,0.014918052,0.016299222,0.028869968,0.025522237,0.028428804,0.018107828,0.011464186,0.016329253,0.018132061,0.027848262,0.016782009,0.02081931,0.011532751,0.019625782,0.026955398,0.029235607,0.02193229,0.027980679,0.024531633,0.029468585,0.022669644,0.016621733,0.019287926,0.010011253,0.016696939,0.015594726,0.021270445,0.012810721,0.017663413,0.012283746,0.028245591,0.014773054,0.012786523,0.026419865,0.027584322,0.010514897,0.01034177,0.020489048,0.015613968,0.027997846,0.011633059,0.010931214,0.010728157,0.010907902,0.011668962,0.028617866,0.027924423,0.014806123,0.014695953,0.023617237,0.018561306,0.016878058,0.019626411,0.018348284,0.021524846,0.026118664,0.01786246,0.014394377,0.029534909,0.011116728,0.010185866,0.02565853,0.021877192,0.022321976,0.010449016,0.030819852,0.044391819,0.055537529,0.036197961,0.067514218
cloudlet-39,0.012617081,0.014374392,0.016659679,0.029318892,0.021105284,0.017048156,0.013855511,0.027666168,0.01036872,0.023458662,0.026931385,0.017992272,0.02426319,0.018960842,0.016613757,0.020620094,0.023257967,0.012840047,0.025651576,0.029217528,0.029098201,0.022364098,0.026294139,0.018015395,0.029312843,0.025156362,0.023282484,0.012645759,0.010077008,0.016138014,0.013724594,0.016288258,0.024941588,0.01069781,0.023291025,0.029784737,0.029071838,0.029282852,0.029359034,0,0.028140409,0.011485433,0.018733527,0.017063543,0.011925119,0.025036099,0.022035711,0.025767786,0.015940223,0.013200104,0.011238496,0.015611226,0.02715206,0.022696348,0.016127157,0.011009537,0.021490111,0.011386183,0.021031116,0.016970957,0.02364638,0.029440008,0.010717578,0.019778221,0.022194835,0.012000448,0.01709295,0.016214938,0.017123427,0.012148065,0.022972971,0.011439961,0.026736465,0.025380844,0.022215901,0.014410856,0.020660645,0.017059724,0.020420431,0.023733218,0.028849661,0.018461911,0.021726429,0.014964519,0.012082237,0.01708627,0.024958036,0.023847166,0.018286825,0.026459136,0.027278642,0.011218921,0.011073098,0.010528624,0.029274185,0.0214463,0.029917713,0.018962642,0.016304725,0.015404266,0.02111519,0.016371555,0.026492519,0.011346303,0.019375147,0.028863277,0.02089108,0.028639191,0.027693244,0.045590105,0.040600049,0.050945614,0.044047692,0.084787051
cloudlet-40,0.029480106,0.013890576,0.020263991,0.026049649,0.029770025,0.025400519,0.027714642,0.023543557,0.018683653,0.020964204,0.028651996,0.024628066,0.014302367,0.01394884,0.010324691,0.025118838,0.02741302,0.013397356,0.012291244,0.021616456,0.011516942,0.026765789,0.02031864,0.019999326,0.015163557,0.017771093,0.02954066,0.021120806,0.023550153,0.018522336,0.012850683,0.01636987,0.026426982,0.025362171,0.017163841,0.015070993,0.017569531,0.021224355,0.02496858,0.028140409,0,0.010406019,0.016414654,0.019018279,0.028704017,0.023266354,0.012765497,0.021712783,0.025129903,0.023475427,0.016207035,0.018856125,0.016803626,0.024663363,0.017690719,0.010494895,0.023144287,0.020992043,0.013417567,0.015345675,0.023732394,0.029004104,0.027793446,0.010346307,0.028610018,0.011826869,0.013693442,0.01951505,0.023316369,0.019880022,0.02424559,0.029294893,0.024929373,0.022271765,0.024239738,0.023145966,0.017066675,0.015430203,0.017394632,0.013088051,0.027583268,0.02047288,0.017293555,0.010958526,0.016498085,0.017590537,0.014034438,0.015619375,0.015943905,0.020536492,0.02715466,0.026182353,0.028960977,0.027194149,0.010888427,0.011089856,0.028430865,0.022511718,0.029005774,0.01143173,0.010244527,0.010857167,0.029255112,0.021733523,0.018021535,0.01575948,0.012273408,0.026027225,0.029978713,0.030375482,0.038702277,0.051058564,0.050114837,0.071763513
cloudlet-41,0.017427468,0.023817026,0.021497821,0.027982224,0.015032406,0.018570321,0.018885082,0.013299335,0.027844304,0.018040847,0.027831067,0.029310483,0.018938964,0.015344417,0.014591401,0.028806167,0.029786752,0.028192363,0.016506326,0.02754259,0.023845313,0.022235656,0.012828344,0.028664157,0.011286728,0.017674961,0.019263949,0.02516151,0.018402183,0.021473658,0.014430734,0.016813451,0.016574925,0.029014778,0.014341326,0.018627523,0.015184882,0.023671702,0.027060758,0.011485433,0.010406019,0,0.01319201,0.011396406,0.011021417,0.012567001,0.020828829,0.027474617,0.015696963,0.028697123,0.019123553,0.014576008,0.026428236,0.026664742,0.026879297,0.024885434,0.025935636,0.018831153,0.019398138,0.027911178,0.014121178,0.025173697,0.020928817,0.010336021,0.016128284,0.01056639,0.029837805,0.029110417,0.019930905,0.019148934,0.015597972,0.0264847,0.02824918,0.014331724,0.028240328,0.021450932,0.014457545,0.027837761,0.010202522,0.024673202,0.025853944,0.019233276,0.023875244,0.027807076,0.021738149,0.018002413,0.025911096,0.021049269,0.01196213,0.012937316,0.010108182,0.01429434,0.026113931,0.011880359,0.011819151,0.01025229,0.012236783,0.028405803,0.021387703,0.014061631,0.019408248,0.018070181,0.023762402,0.013291556,0.017454881,0.0299933,0.01582519,0.015999238,0.01197772,0.051564143,0.058295136,0.054126318,0.044464152,0.071534523
cloudlet-42,0.010516372,0.02384404,0.012515895,0.027580148,0.011267681,0.015345845,0.022658878,0.018698557,0.02158661,0.021904384,0.021951666,0.018495494,0.028953576,0.015436714,0.029258525,0.022755182,0.029617389,0.027142847,0.022482179,0.010656709,0.026484084,0.020001217,0.027736725,0.029328797,0.016317832,0.01794821,0.011527986,0.013259093,0.024255026,0.02466959,0.028678756,0.0238003,0.016386553,0.014091868,0.010552739,0.024738103,0.017042145,0.01194675,0.023072451,0.018733527,0.016414654,0.01319201,0,0.02507535,0.01978734,0.022106214,0.019603083,0.026057881,0.021299525,0.023501244,0.025347961,0.014755436,0.021431483,0.026311815,0.011435681,0.016141477,0.015001723,0.021149485,0.014460586,0.018927185,0.019229575,0.026060609,0.02988878,0.013525711,0.014293854,0.01330751,0.012534891,0.012318133,0.01850905,0.010620379,0.028083638,0.010801739,0.016500646,0.012653931,0.024542497,0.025065443,0.023701907,0.012252224,0.015670014,0.011811483,0.018450849,0.016886584,0.012672795,0.012588407,0.014323256,0.023982961,0.010001689,0.029944664,0.018244439,0.027026986,0.023608513,0.025870012,0.018338125,0.011638565,0.014181116,0.026938113,0.028462375,0.022930744,0.01688842,0.011954677,0.028670678,0.017521689,0.020791632,0.029961104,0.014593688,0.011886089,0.013759734,0.029729174,0.016633697,0.055843508,0.041502687,0.048148288,0.037472463,0.061124078
cloudlet-43,0.022092705,0.01642499,0.01629094,0.01360726,0.024882755,0.015073001,0.026910046,0.015543266,0.020786527,0.026853078,0.016348144,0.017588581,0.02157184,0.018250144,0.025333742,0.015827474,0.022545848,0.021480303,0.015025476,0.010398239,0.029205405,0.016463549,0.013038733,0.025221159,0.021007434,0.017593635,0.023886301,0.011050539,0.013785774,0.013398959,0.014002074,0.01241538,0.025407417,0.019161013,0.02864581,0.017548439,0.025452434,0.012654561,0.028240818,0.017063543,0.019018279,0.011396406,0.02507535,0,0.023573015,0.017657623,0.026772812,0.027290207,0.029711936,0.013995899,0.027907778,0.024946764,0.018054738,0.017276781,0.026381368,0.013107997,0.011755884,0.029630356,0.029450927,0.025812333,0.0271175,0.02683646,0.028351009,0.022299128,0.023569813,0.012214743,0.021829655,0.011862027,0.022683525,0.023384287,0.010557135,0.012884208,0.026994264,0.029302572,0.023177695,0.027621963,0.026398877,0.026906521,0.021409059,0.018098734,0.013625574,0.021214061,0.02392284,0.021553677,0.017161118,0.019091928,0.016052996,0.022042617,0.026600336,0.025229506,0.017085623,0.028028754,0.01333543,0.022762741,0.013800516,0.028915423,0.011773548,0.028629918,0.020840629,0.010324904,0.024510646,0.027777976,0.027913502,0.01949693,0.028120551,0.016613012,0.021115185,0.028364725,0.010758221,0.038043234,0.058016099,0.048327347,0.031318836,0.061853812
cloudlet-44,0.011926219,0.017190625,0.016137229,0.017802404,0.014172826,0.022289204,0.02980365,0.020801529,0.014868562,0.024688616,0.023695343,0.028220135,0.012954832,0.029830426,0.023464648,0.018390726,0.025921681,0.028984281,0.026253804,0.013324369,0.018651086,0.015382203,0.017337602,0.020109622,0.010312108,0.028541611,0.029716865,0.016300052,0.010849028,0.023909019,0.023330864,0.019752383,0.018388776,0.012397785,0.011904415,0.024881207,0.016804091,0.014959674,0.014918052,0.011925119,0.028704017,0.011021417,0.01978734,0.023573015,0,0.027129777,0.012253552,0.028525303,0.023307606,0.024123937,0.019672652,0.014529811,0.028398345,0.022946477,0.012344654,0.027929321,0.014012085,0.010382171,0.011648773,0.027237493,0.026179927,0.010693151,0.028261271,0.0201057,0.012284248,0.02604385,0.022036219,0.01339139,0.024688489,0.012027027,0.027849278,0.025071702,0.020042139,0.021634816,0.029664881,0.023816149,0.017777736,0.029009011,0.015235523,0.027534782,0.014391249,0.011942322,0.029029523,0.025630746,0.01850494,0.017653169,0.022743126,0.019425912,0.022888635,0.026651158,0.014716405,0.028706841,0.012276423,0.014240398,0.023643822,0.023383229,0.028002637,0.013973414,0.020746454,0.029277514,0.028857852,0.025474397,0.010016253,0.019997816,0.017967023,0.022054224,0.014502401,0.027793489,0.024718833,0.051276049,0.052719566,0.030609646,0.040496636,0.077259561
cloudlet-45,0.023283518,0.02643385,0.025060052,0.014178239,0.010749098,0.026522612,0.019287569,0.01079211,0.015447534,0.012895812,0.012199532,0.022377341,0.028359929,0.028855456,0.014908451,0.013815705,0.016283489,0.017575844,0.024093579,0.024703241,0.029808556,0.029653558,0.021461079,0.019430194,0.025108608,0.022200054,0.014250114,0.024671785,0.015596072,0.01033928,0.015152184,0.023169824,0.018656973,0.023789178,0.010733673,0.028564059,0.019962575,0.026147267,0.016299222,0.025036099,0.023266354,0.012567001,0.022106214,0.017657623,0.027129777,0,0.027985502,0.012441224,0.01144468,0.021734503,0.013138375,0.014857018,0.023171517,0.013078208,0.016556015,0.026967064,0.013916256,0.019348645,0.011812982,0.022287847,0.015133448,0.026768428,0.018320541,0.025976562,0.028463202,0.010498026,0.026380505,0.018292577,0.017809176,0.016457116,0.013900489,0.022111138,0.026687022,0.017510767,0.017440639,0.029607122,0.026899728,0.025911609,0.015586109,0.017581162,0.018286402,0.027943069,0.017675188,0.015211474,0.015894344,0.029665269,0.010020012,0.014542237,0.017149011,0.027658641,0.024753697,0.02440838,0.023477279,0.014264053,0.026649331,0.013073675,0.028658923,0.016967476,0.021809674,0.015679062,0.010641799,0.014239878,0.028498729,0.010241733,0.013202365,0.014742424,0.019200863,0.02006528,0.013722687,0.041316431,0.030370181,0.034482991,0.036047282,0.083948155
cloudlet-46,0.01270291,0.020938297,0.024588506,0.011680519,0.010119018,0.010268548,0.0106494,0.028291923,0.026796372,0.023590512,0.013297214,0.022982648,0.011941973,0.024968032,0.026660835,0.01037061,0.017992785,0.018452411,0.027048355,0.02917548,0.023524883,0.019738151,0.024215957,0.012549159,0.012719265,0.011276106,0.026692524,0.016923805,0.024102186,0.014035606,0.016582964,0.011602142,0.01746935,0.019204727,0.019527107,0.017974941,0.017219635,0.011340536,0.028869968,0.022035711,0.012765497,0.020828829,0.019603083,0.026772812,0.012253552,0.027985502,0,0.020114466,0.012630585,0.023800864,0.024707663,0.019819593,0.029403063,0.027632425,0.022573339,0.02772698,0.014192484,0.028305546,0.013899589,0.026371636,0.024119507,0.028869787,0.022636673,0.025972366,0.029415205,0.019078575,0.021439711,0.016507302,0.019898863,0.016215056,0.011703746,0.01987632,0.017449328,0.025928235,0.010371441,0.022336399,0.018614729,0.029269241,0.016925549,0.012242166,0.025710049,0.015768052,0.01409545,0.016872461,0.022452765,0.011641574,0.025869004,0.018026029,0.019200262,0.029598374,0.023311182,0.02277715,0.015243872,0.020869998,0.012468569,0.013519176,0.024492805,0.027659538,0.023589655,0.026908651,0.028448646,0.020247047,0.023030112,0.011439142,0.017217493,0.010403967,0.029935676,0.012594145,0.024958168,0.030863511,0.03216176,0.034065164,0.040087618,0.066857214
cloudlet-47,0.027265496,0.022054333,0.014520265,0.023729361,0.029746909,0.028781256,0.026024091,0.012478856,0.015814415,0.021369573,0.024436796,0.021772834,0.013188116,0.028032183,0.018643105,0.020088118,0.021119863,0.011866542,0.016089236,0.019424318,0.027683242,0.027414218,0.022737267,0.012448989,0.010361839,0.027143632,0.02832371,0.025343874,0.020026737,0.02021744,0.010187056,0.016965624,0.013023073,0.02194117,0.022620473,0.022532075,0.023839444,0.016449857,0.025522237,0.025767786,0.021712783,0.027474617,0.026057881,0.027290207,0.028525303,0.012441224,0.020114466,0,0.010135569,0.015403699,0.026465058,0.027988343,0.027249599,0.026371233,0.020031758,0.0103226,0.014035376,0.020109575,0.019061024,0.015134672,0.010545531,0.010937257,0.014506316,0.029517893,0.012588419,0.020121579,0.016915375,0.02870981,0.025470297,0.028788657,0.023988717,0.028094702,0.015189814,0.02034474,0.019976615,0.014062441,0.016721277,0.024586734,0.018941432,0.015933398,0.024542289,0.024258083,0.02628043,0.026109527,0.012966985,0.027522622,0.017862938,0.015177359,0.024836881,0.022620648,0.022009729,0.024739088,0.029440791,0.029745793,0.026755696,0.010240446,0.011643682,0.014488599,0.01896022,0.01284095,0.021200733,0.017647448,0.012876996,0.019707105,0.017026833,0.020660862,0.023770713,0.024004567,0.011925172,0.046125369,0.056245914,0.054075517,0.032980375,0.078265167
